Sector,Pressure,Ecological Characteristic,Overlap,Frequency,DoI,Resilience,Persistence,Checked,Extrap,Confidence,Review Panel notes and amendments,Amendments,Comments from original assessment,Overlap Score,Frequency Score,DoI Score,Resilience Score,Persistence Score
Navigational Dredging,Electromagnetic Fields,Shelf Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Electromagnetic Fields,Shallow Mud,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Electromagnetic Fields,Shallow Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Electromagnetic Fields,Shallow Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Electromagnetic Fields,Littoral Sediment,NO,,,,,,,,,,0,0,0,0,0,0
Navigational Dredging,Electromagnetic Fields,Littoral Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Incidental Loss,Demersal Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Incidental Loss,Pelagic Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Incidental Loss,Deep Sea Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Incidental Loss, Reptiles ,NO,,,,,,,,,REMOVED: Pelagic spp!,Collision,0,0,0,0,0
Navigational Dredging,Incidental Loss,Cephalopods,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Incidental Loss,Deep Sea Fish,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Incidental Loss,Demersal Fish,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Incidental Loss,Pelagic Fish,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Incidental Loss,Seabirds,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Incidental Loss,Seals,NO,,,,,,,,,REMOVED: Avoidance more likely,Highly unlikely,0,0,0,0,0
Navigational Dredging,Incidental Loss,Toothed Whales,NO,,,,,,,,,REMOVED: Avoidance more likely,,0,0,0,0,0
Navigational Dredging,Incidental Loss,Baleen Whales,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Incidental Loss,Oceanic Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Incidental Loss,Shelf Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Incidental Loss,Coastal Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Incidental Loss,Abyssal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Incidental Loss,Abyssal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Incidental Loss,Bathyal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Incidental Loss,Bathyal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Incidental Loss,Slope Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Incidental Loss,Slope Rock Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Incidental Loss,Shelf Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Incidental Loss,Shelf Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Incidental Loss,Shallow Mud,S,O,A,M,L,Y,Y,,Freq R-O. Resilience H- M to match bycatch value as changed for sea pens by G.S.,ADDED: Benthic spp ploughed / removed,,0.03,0.33,1,0.06,0.01
Navigational Dredging,Incidental Loss,Shallow Sediment,S,O,A,M,L,Y,,,Freq R-O,ADDED: Benthic spp ploughed / removed,,0.03,0.33,1,0.06,0.01
Navigational Dredging,Incidental Loss,Shallow Rock & Reef,S,O,A,M,L,Y,,,Freq R-O,ADDED: Benthic spp ploughed / removed,,0.03,0.33,1,0.06,0.01
Navigational Dredging,Incidental Loss,Littoral Sediment,S,O,A,M,L,Y,,,Freq R-O,ADDED: Benthic spp ploughed / removed,0,0.03,0.33,1,0.06,0.01
Navigational Dredging,Incidental Loss,Littoral Rock & Reef,NO,,,,,,,,No dredging up on littoral,ADDED: Benthic spp ploughed / removed,,0,0,0,0,0
Navigational Dredging,Invasive Species,Demersal Elasmobranch,NO,,,,,,,,,,No significan overlap risk,0,0,0,0,0
Navigational Dredging,Invasive Species,Pelagic Elasmobranch,NO,,,,,,,,,,No significan overlap risk,0,0,0,0,0
Navigational Dredging,Invasive Species,Deep Sea Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Invasive Species, Reptiles ,NO,,,,,,,,,,No significan overlap risk,0,0,0,0,0
Navigational Dredging,Invasive Species,Cephalopods,NO,,,,,,,,,,No significan overlap risk,0,0,0,0,0
Navigational Dredging,Invasive Species,Deep Sea Fish,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Invasive Species,Demersal Fish,NO,,,,,,,,,,No significan overlap risk,0,0,0,0,0
Navigational Dredging,Invasive Species,Pelagic Fish,NO,,,,,,,,,,No significan overlap risk,0,0,0,0,0
Navigational Dredging,Invasive Species,Seabirds,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Invasive Species,Seals,NO,,,,,,,,,REMOVED:  No known DIRECT effects,indirect impacts on habitat and foraging,0,0,0,0,0
Navigational Dredging,Invasive Species,Toothed Whales,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Invasive Species,Baleen Whales,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Invasive Species,Oceanic Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Invasive Species,Shelf Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Invasive Species,Coastal Pelagic,NO,,,,,,,,,REMOVED:  Ships unlikely to move great distances,Dredging (3-5yr plan),0,0,0,0,0
Navigational Dredging,Invasive Species,Abyssal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Invasive Species,Abyssal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Invasive Species,Bathyal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Invasive Species,Bathyal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Invasive Species,Slope Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Invasive Species,Slope Rock Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Invasive Species,Shelf Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Invasive Species,Shelf Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Invasive Species,Shallow Mud,NO,,,,,,,,,REMOVED:  Ships unlikely to move great distances,,0,0,0,0,0
Navigational Dredging,Invasive Species,Shallow Sediment,NO,,,,,,,,,REMOVED:  Ships unlikely to move great distances,EG MOVEMENT OF SPOIL-BOUND SPP. ,0,0,0,0,0
Navigational Dredging,Invasive Species,Shallow Rock & Reef,NO,,,,,,,,,REMOVED:  Ships unlikely to move great distances,EG MOVEMENT OF SPOIL-BOUND SPP. ,0,0,0,0,0
Navigational Dredging,Invasive Species,Littoral Sediment,NO,,,,,,,,,REMOVED:  Ships unlikely to move great distances,dredge vessels,0,0,0,0,0
Navigational Dredging,Invasive Species,Littoral Rock & Reef,NO,,,,,,,,,REMOVED:  Ships unlikely to move great distances,,0,0,0,0,0
Navigational Dredging,Litter,Deep Sea Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Litter,Deep Sea Fish,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Litter,Baleen Whales,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Litter,Oceanic Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Litter,Shelf Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Litter,Abyssal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Litter,Abyssal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Litter,Bathyal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Litter,Bathyal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Litter,Slope Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Litter,Slope Rock Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Litter,Shelf Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Litter,Shelf Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Litter,Demersal Elasmobranch,S,R,L,L,C,Y,,,low levels of litter from nav dredge,,,0.03,0.08,0.01,0.55,1
Navigational Dredging,Litter,Pelagic Elasmobranch,S,R,L,L,C,Y,,,,,,0.03,0.08,0.01,0.55,1
Navigational Dredging,Litter,Reptiles,S,R,L,L,C,Y,,,,,,0.03,0.08,0.01,0.55,1
Navigational Dredging,Litter,Cephalopods,S,R,L,M,C,Y,,,low levels of litter from nav dredge,Resilience changed from L to M in line with others for this groiup,,0.03,0.08,0.01,0.06,1
Navigational Dredging,Litter,Demersal Fish,S,R,L,M,C,Y,,,low levels of litter from nav dredge,,,0.03,0.08,0.01,0.06,1
Navigational Dredging,Litter,Pelagic Fish,S,R,L,M,C,Y,,,,"Resilience L-M, likely to recover within 10 years",,0.03,0.08,0.01,0.06,1
Navigational Dredging,Litter,Seabirds,S,R,C,M,C,Y,,,,,,0.03,0.08,0.13,0.06,1
Navigational Dredging,Litter,Seals,S,R,C,M,C,Y,,,,,,0.03,0.08,0.13,0.06,1
Navigational Dredging,Litter,Toothed Whales,S,R,C,L,C,Y,,,,,,0.03,0.08,0.13,0.55,1
Navigational Dredging,Litter,Coastal Pelagic,S,R,L,H,C,Y,,,,,Dredging (3-5yr plan),0.03,0.08,0.01,0.01,1
Navigational Dredging,Litter,Shallow Mud,S,O,C,M,C,Y,,,Freq R-O,,,0.03,0.33,0.13,0.06,1
Navigational Dredging,Litter,Shallow Sediment,S,O,C,M,C,Y,,,Freq R-O,,,0.03,0.33,0.13,0.06,1
Navigational Dredging,Litter,Shallow Rock & Reef,S,O,C,M,C,Y,,,Freq R-O,,,0.03,0.33,0.13,0.06,1
Navigational Dredging,Litter,Littoral Sediment,S,O,C,M,C,Y,,,Freq R-O,,0,0.03,0.33,0.13,0.06,1
Navigational Dredging,Litter,Littoral Rock & Reef,S,O,C,M,C,Y,,,Freq R-O,,,0.03,0.33,0.13,0.06,1
Navigational Dredging,Nitrogen & Phosphorus,Demersal Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Pelagic Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Deep Sea Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus, Reptiles ,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Cephalopods,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Deep Sea Fish,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Demersal Fish,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Pelagic Fish,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Seabirds,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Seals,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Toothed Whales,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Baleen Whales,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Oceanic Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Shelf Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Coastal Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Abyssal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Abyssal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Bathyal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Bathyal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Slope Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Slope Rock Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Shelf Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Shelf Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Shallow Mud,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Shallow Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Shallow Rock & Reef,NO,,,,,,,,,,OPINION PLEASE edistribution N and P nutrients?,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Littoral Sediment,NO,,,,,,,,,REMOVED: effects considered as re-suspension and covered by siltation and input of organic matter rather than specifically N & P,dredge acitivty (3-5 yr plans) resuspension,0,0,0,0,0
Navigational Dredging,Nitrogen & Phosphorus,Littoral Rock & Reef,NO,,,,,,,,,,No know overlap or occurance,0,0,0,0,0
Navigational Dredging,Noise,Demersal Elasmobranch,S,R,L,L,L,Y,,,,"ADDED: overlap occurs, DOI unknown",Piledriving,0.03,0.08,0.01,0.55,0.01
Navigational Dredging,Noise,Pelagic Elasmobranch,S,R,L,L,L,Y,,,,"ADDED: overlap occurs, DOI unknown",Piledriving,0.03,0.08,0.01,0.55,0.01
Navigational Dredging,Noise,Deep Sea Elasmobranch,NO,,,,,,,,,,Piledriving,0,0,0,0,0
Navigational Dredging,Noise, Reptiles ,NO,,,,,,,,,"ADDED: overlap occurs, DOI unknown",Exclusion or avoidance,0,0,0,0,0
Navigational Dredging,Noise,Cephalopods,S,R,L,M,L,Y,,,,"ADDED: overlap occurs, DOI unknown",,0.03,0.08,0.01,0.06,0.01
Navigational Dredging,Noise,Deep Sea Fish,NO,,,,,,,,,,Piledriving,0,0,0,0,0
Navigational Dredging,Noise,Demersal Fish,S,R,L,M,L,Y,,,,"ADDED: overlap occurs, DOI unknown",Piledriving,0.03,0.08,0.01,0.06,0.01
Navigational Dredging,Noise,Pelagic Fish,S,R,L,M,L,Y,,,,"ADDED: overlap occurs, DOI unknown",Piledriving,0.03,0.08,0.01,0.06,0.01
Navigational Dredging,Noise,Baleen Whales,S,R,L,L,L,Y,,,,ADDED: Possible overlap,,0.03,0.08,0.01,0.55,0.01
Navigational Dredging,Noise,Oceanic Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Noise,Shelf Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Noise,Coastal Pelagic,S,R,L,H,L,Y,,,,"ADDED: overlap occurs, DOI unknown",,0.03,0.08,0.01,0.01,0.01
Navigational Dredging,Noise,Abyssal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Noise,Abyssal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Noise,Bathyal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Noise,Bathyal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Noise,Slope Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Noise,Slope Rock Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Noise,Shelf Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Noise,Shelf Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Noise,Shallow Mud,S,O,L,M,L,Y,,,Freq R-O,"ADDED: overlap occurs, DOI unknown",,0.03,0.33,0.01,0.06,0.01
Navigational Dredging,Noise,Shallow Sediment,S,O,L,M,L,Y,,,Freq R-O,"ADDED: overlap occurs, DOI unknown",,0.03,0.33,0.01,0.06,0.01
Navigational Dredging,Noise,Shallow Rock & Reef,S,O,L,M,L,Y,,,Freq R-O,"ADDED: overlap occurs, DOI unknown",,0.03,0.33,0.01,0.06,0.01
Navigational Dredging,Noise,Littoral Sediment,S,O,L,M,L,Y,,,Freq R-O,"ADDED: overlap occurs, DOI unknown",0,0.03,0.33,0.01,0.06,0.01
Navigational Dredging,Noise,Littoral Rock & Reef,S,O,L,M,L,Y,,,Freq R-O,"ADDED: overlap occurs, DOI unknown",,0.03,0.33,0.01,0.06,0.01
Navigational Dredging,Noise,Seabirds,S,R,L,M,L,Y,,,,,,0.03,0.08,0.01,0.06,0.01
Navigational Dredging,Noise,Seals,S,R,L,M,L,Y,,,,"DoI Changed C-L, non severe, no evidence of death ",,0.03,0.08,0.01,0.06,0.01
Navigational Dredging,Noise,Toothed Whales,S,R,L,L,L,Y,,,,"Resilience H-M, lethal effects can occur from noise. DoI C-L",,0.03,0.08,0.01,0.55,0.01
Navigational Dredging,Non-living Resources,Demersal Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-living Resources,Pelagic Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-living Resources,Deep Sea Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-living Resources, Reptiles ,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-living Resources,Cephalopods,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-living Resources,Deep Sea Fish,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-living Resources,Demersal Fish,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-living Resources,Pelagic Fish,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-living Resources,Seabirds,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-living Resources,Seals,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-living Resources,Toothed Whales,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-living Resources,Baleen Whales,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-living Resources,Oceanic Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-living Resources,Shelf Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-living Resources,Coastal Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-living Resources,Abyssal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-living Resources,Abyssal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-living Resources,Bathyal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-living Resources,Bathyal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-living Resources,Slope Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-living Resources,Slope Rock Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-living Resources,Shelf Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-living Resources,Shelf Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-living Resources,Shallow Mud,S,O,A,M,L,Y,,,Freq R-O,"Persistence changed H-L, effects not continued after pressure removal (>2yr). Resilience Changed to H (fills in requiring dredging again!)",,0.03,0.33,1,0.06,0.01
Navigational Dredging,Non-living Resources,Shallow Sediment,S,O,A,M,L,Y,,,Freq R-O,"Persistence changed H-L, effects not continued after pressure removal (>2yr). Resilience Changed to H (fills in requiring dredging again!)",REMOVAL OF SUBTRATE (I.E. REDUCTION IN AREAS FOR BENTHIC SETTTLEMENT),0.03,0.33,1,0.06,0.01
Navigational Dredging,Non-living Resources,Shallow Rock & Reef,S,O,A,M,L,Y,,,Freq R-O,"Persistence changed H-L, effects not continued after pressure removal (>2yr).Resilience M - recovery within 2-10 yrs",REMOVAL OF SUBTRATE (I.E. REDUCTION IN AREAS FOR BENTHIC SETTTLEMENT),0.03,0.33,1,0.06,0.01
Navigational Dredging,Non-living Resources,Littoral Sediment,S,R,A,M,L,Y,,,,"DoI C-A, if occurs, impact immediate. Persistence changed M-L, effects not continued after pressure removal (>2yr). Resilience H (2-10yrs)",0,0.03,0.08,1,0.06,0.01
Navigational Dredging,Non-living Resources,Littoral Rock & Reef,S,R,A,M,L,Y,,,,"DoI C-A, if occurs, impact immediate. Persistence changed M-L, effects not continued after pressure removal (>2yr). Resilience M (2-10yrs)",,0.03,0.08,1,0.06,0.01
Navigational Dredging,Non-synthetic Compounds,Demersal Elasmobranch,S,R,L,L,M,Y,,L,,,,0.03,0.08,0.01,0.55,0.06
Navigational Dredging,Non-synthetic Compounds,Pelagic Elasmobranch,S,R,L,L,M,Y,,L,DoI C-L (pelagics not largely affected by these contaminants),,,0.03,0.08,0.01,0.55,0.06
Navigational Dredging,Non-synthetic Compounds, Reptiles ,NO,,,,,Y,,,,,,0,0,0,0,0
Navigational Dredging,Non-synthetic Compounds,Cephalopods,S,R,L,M,M,Y,,L,"DoI C-L, unlikely to reach population level effects (under BAU scenarios). ",,,0.03,0.08,0.01,0.06,0.06
Navigational Dredging,Non-synthetic Compounds,Demersal Fish,S,R,L,M,M,Y,,L,,,,0.03,0.08,0.01,0.06,0.06
Navigational Dredging,Non-synthetic Compounds,Pelagic Fish,S,R,L,M,M,Y,,L,DoI C-L (pelagics not largely affected by these contaminants),,,0.03,0.08,0.01,0.06,0.06
Navigational Dredging,Non-synthetic Compounds,Seabirds,S,R,L,M,M,Y,,L,DoI C-L unlikely to reach population level effects ,,,0.03,0.08,0.01,0.06,0.06
Navigational Dredging,Non-synthetic Compounds,Seals,S,R,L,M,H,Y,,L,"Resil L as lipophillic compounds accumulate in blubber, Persistence high as increase throughout life and can be passed on to offspring.",,,0.03,0.08,0.01,0.06,0.55
Navigational Dredging,Non-synthetic Compounds,Toothed Whales,S,R,L,L,H,Y,,L,"Resil L as lipophillic compounds accumulate in blubber, Persistence high as increase throughout life and can be passed on to offspring.",,,0.03,0.08,0.01,0.55,0.55
Navigational Dredging,Non-synthetic Compounds,Coastal Pelagic,S,R,L,H,L,Y,,L,"Resil M-H Pelagics quickly recover, high energy, dispersive environment - large compounds sequestered by sediment, small bioaccumulated","Persistence changed from M-L, disperse quickly in pelagic.",Dredging (3-5yr plan),0.03,0.08,0.01,0.01,0.01
Navigational Dredging,Non-synthetic Compounds,Shallow Mud,S,O,C,M,H,Y,,L,"Freq R-O, DoI L-C - resuspends contaminants in highly polluted shipping areas.Persist H - retained in sediment","Resil H-M, consistency. ",,0.03,0.33,0.13,0.06,0.55
Navigational Dredging,Non-synthetic Compounds,Shallow Sediment,S,O,C,M,H,Y,,L,"Freq R-O, DoI L-C - resuspends contaminants in highly polluted shipping areas.Persist H - retained in sediment","Resil H-M, consistency. ",FROM SHIP/ DREDGE/ REGENERATION,0.03,0.33,0.13,0.06,0.55
Navigational Dredging,Non-synthetic Compounds,Shallow Rock & Reef,S,O,L,M,M,Y,,L,"Freq R-O, DoI L and Persist M as more dynamic environment and Nav dredge does not occur over shallow rock reef.",Persistence changed from L-M:  majority rules.,FROM SHIP/ DREDGE/ REGENERATION,0.03,0.33,0.01,0.06,0.06
Navigational Dredging,Non-synthetic Compounds,Littoral Sediment,S,O,C,M,H,Y,,L,"Freq R-O, Persist M-H, - bind to sediment.",,dredge acitivty (3-5 yr plans) vessels plus resuspension,0.03,0.33,0.13,0.06,0.55
Navigational Dredging,Non-synthetic Compounds,Littoral Rock & Reef,S,O,L,M,M,Y,,L,"Freq R-O, DoI L and Persist M as more dynamic environment and Nav dredge does not occur over shallow rock reef.",,,0.03,0.33,0.01,0.06,0.06
Navigational Dredging,Non-synthetic Compounds,Deep Sea Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-synthetic Compounds,Deep Sea Fish,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-synthetic Compounds,Baleen Whales,NO,,,,,,,,Removed: negligable,,,0,0,0,0,0
Navigational Dredging,Non-synthetic Compounds,Oceanic Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-synthetic Compounds,Shelf Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-synthetic Compounds,Abyssal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-synthetic Compounds,Abyssal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-synthetic Compounds,Bathyal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-synthetic Compounds,Bathyal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-synthetic Compounds,Slope Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-synthetic Compounds,Slope Rock Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-synthetic Compounds,Shelf Sediment,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Non-synthetic Compounds,Shelf Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Organic Matter,Demersal Elasmobranch,S,R,L,L,L,Y,,,,,CONSTRCUTION AND MAINTAINCE,0.03,0.08,0.01,0.55,0.01
Navigational Dredging,Organic Matter,Pelagic Elasmobranch,NO,,,,,,,,,REMOVED: Species effects expected to be negligible on pelagic spp,operation,0,0,0,0,0
Navigational Dredging,Organic Matter,Deep Sea Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Organic Matter, Reptiles ,NO,,,,,,,,,REMOVED: Species effects expected to be negligible on reptiles,CONSTRCUTION AND MAINTAINCE,0,0,0,0,0
Navigational Dredging,Organic Matter,Cephalopods,S,R,L,M,L,Y,,,,,CONSTRCUTION AND MAINTAINCE,0.03,0.08,0.01,0.06,0.01
Navigational Dredging,Organic Matter,Deep Sea Fish,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Organic Matter,Pelagic Fish,NO,,,,,,,,,REMOVED: Species effects expected to be negligible on pelagic spp,operation,0,0,0,0,0
Navigational Dredging,Organic Matter,Demersal Fish,S,R,L,M,L,Y,,,,,CONSTRCUTION AND MAINTAINCE,0.03,0.08,0.01,0.06,0.01
Navigational Dredging,Organic Matter,Seabirds,NO,,,,,,,,,,Operation only 3-5yr plans,0,0,0,0,0
Navigational Dredging,Organic Matter,Seals,NO,,,,,,,,,,CONSTRCUTION AND MAINTAINCE,0,0,0,0,0
Navigational Dredging,Organic Matter,Toothed Whales,NO,,,,,,,,,,CONSTRCUTION AND MAINTAINCE,0,0,0,0,0
Navigational Dredging,Organic Matter,Baleen Whales,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Organic Matter,Oceanic Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Organic Matter,Shelf Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Navigational Dredging,Organic Matter,Coastal Pelagic,S,R,L,H,L,Y,,,,,Dredging (3-5yr plan),0.03,0.08,0.01,0.01,0.01
